full_name,a,e,i,om,w,q,ad,per_y,data_arc,n_obs_used,H,first_obs,epoch
       (2016 EO55),1.353,0.2783,10.01,166.25,323.83,0.976,1.73,1.57,22,99,25.1,2016-03-07,2460200.5
       (2016 EP55),1.532,0.3586,15.54,349.91,131.67,0.983,2.08,1.9,25,47,24.7,2016-03-07,2460200.5
       (2016 EG56),2.299,0.471,6.35,191.64,355.18,1.216,3.38,3.49,2627,70,22.79,2016-03-04,2460200.5
       (2016 EJ56),1.39,0.4547,28.37,168.63,95.14,0.758,2.02,1.64,1835,52,21.68,2016-02-12,2460200.5
       (2016 EK56),2.016,0.547,0.89,133.12,108.3,0.913,3.12,2.86,147,34,22.9,2016-03-06,2460200.5
       (2016 EL56),2.029,0.856,11.35,334.56,70.25,0.292,3.77,2.89,1121,82,21.1,2016-03-06,2460200.5
       (2016 EO56),0.9895,0.648,43.24,163.1,222.67,0.348,1.63,0.984,8,25,23,2016-03-01,2457452.5
       (2016 EP56),1.595,0.7159,6.61,327.31,83.55,0.453,2.74,2.01,9,14,24.11,2016-03-06,2457457.5
       (2016 EK84),1.434,0.489,14.13,314.28,333.92,0.733,2.13,1.72,2047,43,21.53,2016-03-02,2460200.5
       (2016 EL84),1.46,0.4475,15.01,49.97,312.29,0.807,2.11,1.76,1832,96,19.9,2016-03-03,2460200.5
       (2016 EM84),2.952,0.6157,7.18,15.66,118.77,1.134,4.77,5.07,27,27,23.3,2016-03-03,2460200.5
       (2016 EN84),1.924,0.4612,12.19,52.62,212.32,1.037,2.81,2.67,234,55,20.1,2016-03-05,2460200.5
       (2016 EO84),0.8325,0.5479,12.08,350.14,29.83,0.376,1.29,0.76,1128,137,22.34,2016-03-03,2460200.5
       (2016 EP84),1.19,0.1732,0.82,287.43,195.51,0.984,1.4,1.3,79,58,27.4,2016-03-07,2460200.5
       (2016 EQ84),1.391,0.5186,6.35,18.05,254.86,0.67,2.11,1.64,19,29,24.1,2016-03-07,2460200.5
       (2016 ES84),2.251,0.7326,16.67,22.6,59.23,0.602,3.9,3.38,58,83,20.31,2016-03-03,2460200.5
       (2016 EU84),0.9207,0.0952,3.2,169.08,206.06,0.833,1.01,0.883,4,97,29,2016-03-10,2460200.5
       (2016 EV84),0.8663,0.1781,13.58,351.32,16.15,0.712,1.02,0.806,6,103,26.7,2016-03-10,2460200.5
       (2016 EB85),1.402,0.1885,17.13,319.85,301.12,1.138,1.67,1.66,3689,41,21.91,2011-01-30,2460200.5
       (2016 EC85),2.707,0.6551,16.91,233.95,182.69,0.934,4.48,4.45,1261,52,18.48,2016-01-11,2460200.5
       (2016 ED85),2.987,0.6945,8.81,1.9,69.02,0.912,5.06,5.16,11530,862,17.64,1989-10-08,2460200.5
       (2016 EE85),0.9557,0.2881,12.39,8.09,12.28,0.68,1.23,0.934,444,38,22.8,2016-03-06,2460200.5
       (2016 EF85),1.546,0.3169,8.33,0.14,211.38,1.056,2.04,1.92,33,29,25,2016-03-07,2460200.5
       (2016 EG85),1.918,0.5339,5.3,167.9,309.18,0.894,2.94,2.66,10,31,26.8,2016-03-07,2457457.5
       (2016 EH85),1.976,0.477,6.02,351.44,192.06,1.033,2.92,2.78,5,29,27.2,2016-03-10,2460200.5
       (2016 EJ85),1.374,0.3298,6.57,170.07,310.48,0.921,1.83,1.61,18,82,25.8,2016-03-10,2460200.5
       (2016 EK85),2.489,0.6966,1.52,155.15,301.76,0.755,4.22,3.93,27,73,25.9,2016-03-09,2460200.5
       (2016 EO85),2.626,0.5401,17.05,212.74,31.12,1.208,4.04,4.26,1464,44,19.1,2012-04-24,2460200.5
       (2016 EP85),1.967,0.3428,1.68,73.06,116.01,1.293,2.64,2.76,1214,44,22.06,2016-03-06,2460200.5
       (2016 EQ85),1.054,0.203,7.33,169.21,260.33,0.84,1.27,1.08,2,20,27.6,2016-03-10,2460200.5
       (2016 ER85),2.033,0.4925,7.61,168.48,3.95,1.032,3.03,2.9,7,18,27.44,2016-03-10,2457458.5
       (2016 ES85),0.9691,0.0896,2.24,166.28,123.49,0.882,1.06,0.954,7,31,29.7,2016-03-10,2460200.5
       (2016 ET85),1.263,0.1874,4.82,148.17,348.94,1.026,1.5,1.42,18,20,25.6,2016-03-10,2460200.5
       (2016 EU85),1.848,0.4824,2.59,359.38,23.55,0.957,2.74,2.51,1875,64,19.46,2016-01-13,2460200.5
       (2016 EW85),1.15,0.4094,2.55,351.94,279.48,0.679,1.62,1.23,5,85,27.6,2016-03-11,2460200.5
       (2016 EC86),1.386,0.279,21.45,175.28,279.72,0.999,1.77,1.63,4783,72,21.49,2010-09-09,2460200.5
       (2016 ED86),1.318,0.243,6.22,156.52,338.78,0.998,1.64,1.51,29,26,25.3,2016-03-05,2460200.5
       (2016 EE86),1.744,0.35,8.78,4.04,154.03,1.133,2.35,2.3,61,30,22.2,2016-03-07,2460200.5
       (2016 EF86),1.469,0.3328,1.25,2,215.85,0.98,1.96,1.78,147,43,25.2,2016-03-10,2460200.5
       (2016 EG86),2.098,0.6518,1.38,332.9,110.59,0.73,3.47,3.04,36,34,24.5,2016-03-01,2460200.5
       (2016 EP86),2.397,0.4745,4.84,165.04,62.76,1.26,3.53,3.71,127,208,20.7,2016-03-06,2460200.5
       (2016 ER155),2.205,0.4314,26.17,356.22,185.37,1.254,3.16,3.28,51,64,22,2016-03-10,2460200.5
       (2016 ES155),1.43,0.6544,8.08,352.56,290.26,0.494,2.37,1.71,6,106,24.3,2016-03-12,2457461.5
       (2016 EU155),1.101,0.3467,8.14,154.78,268.27,0.719,1.48,1.16,18,30,24.01,2016-03-12,2460200.5
       (2016 EB156),1.776,0.3976,7.67,25.52,225.62,1.07,2.48,2.37,4952,83,21.18,2009-09-22,2460200.5
       (2016 ED156),0.8886,0.442,7.21,327.21,59.87,0.496,1.28,0.838,2268,47,23.56,2016-03-12,2460200.5
       (2016 EE156),2.574,0.8109,28.91,134.18,175.62,0.487,4.66,4.13,2908,337,17.89,2016-02-28,2460200.5
       (2016 EF156),0.9512,0.4503,22.07,354.83,305.07,0.523,1.38,0.928,9,90,24.7,2016-03-08,2460200.5
       (2016 EG156),2.332,0.533,5.77,69.62,45.38,1.089,3.57,3.56,154,48,21.6,2015-11-06,2460200.5
       (2016 EJ156),1.194,0.194,4.16,345.94,132.63,0.963,1.43,1.3,53,37,25.8,2016-03-13,2460200.5
       (2016 EK156),1.257,0.2487,12.45,5.22,236.46,0.945,1.57,1.41,9,40,24.75,2016-03-12,2457462.5
       (2016 EL156),1.863,0.5082,44.16,168.79,312.18,0.916,2.81,2.54,5,26,23.2,2016-03-13,2457462.5
       (2016 EM156),1.975,0.5152,1.98,0.59,203.16,0.957,2.99,2.78,3,87,27.9,2016-03-14,2460200.5
       (2016 EN156),1.288,0.2969,3.65,177.7,54.59,0.906,1.67,1.46,6,113,27.8,2016-03-13,2460200.5
       (2016 EO156),1.281,0.2555,1.52,171.59,46.67,0.954,1.61,1.45,6,36,28.9,2016-03-13,2460200.5
       (2016 EC157),0.9217,0.3523,5.59,7.43,329.29,0.597,1.25,0.885,2933,54,23.6,2015-01-09,2460200.5
       (2016 ED157),1.311,0.1535,4.77,165.85,20.92,1.11,1.51,1.5,2221,96,24.65,2016-03-10,2460200.5
       (2016 EE157),1.219,0.4797,21.19,172.61,144.11,0.634,1.8,1.35,1506,168,20.8,2016-03-06,2460200.5
       (2016 EF157),1.824,0.5183,3.53,336.64,259.46,0.879,2.77,2.46,5,21,25,2016-03-12,2457460.5
       (2016 EH157),2.434,0.6246,10.04,22.85,198.24,0.914,3.95,3.8,1573,152,21.1,2016-02-06,2460200.5
       (2016 EJ157),1.24,0.2172,21.38,174.66,282.22,0.971,1.51,1.38,19,27,23.8,2016-03-13,2460200.5
       (2016 EK157),1.983,0.4151,10.76,16.32,192.61,1.16,2.81,2.79,46,45,23.2,2016-03-10,2460200.5
       (2016 EL157),1.942,0.5285,7.17,176.21,43.11,0.915,2.97,2.71,6,114,27.1,2016-03-13,2460200.5
       (2016 EM157),0.8414,0.3003,10.3,171.11,218.28,0.589,1.09,0.772,3,41,26.9,2016-03-14,2460200.5
       (2016 EN157),1.945,0.566,4.87,170.59,305.57,0.844,3.05,2.71,4,10,28,2016-03-11,2460200.5
       (2016 EZ157),2.649,0.6184,12.35,267.21,1.2,1.011,4.29,4.31,3271,95,18.54,2012-11-01,2460200.5
       (2016 EA158),1.829,0.7514,15.53,148.84,156.78,0.455,3.2,2.47,26,54,21.01,2016-03-12,2460200.5
       (2016 EB158),2.283,0.4471,25.07,2.67,225.92,1.262,3.3,3.45,2545,57,20.53,2016-03-13,2460200.5
       (2016 EC158),2.239,0.7167,5.37,289.86,353.92,0.634,3.84,3.35,237,32,21.7,2016-03-13,2460200.5
       (2016 ED158),2.599,0.6931,8.04,349.77,271.97,0.797,4.4,4.19,22,81,22.9,2016-03-13,2457469.5
       (2016 EE158),1.576,0.3022,3.26,183.81,46.51,1.1,2.05,1.98,844,126,23.9,2016-03-13,2460200.5
       (2016 EF158),1.031,0.2552,22.87,173.94,250.09,0.768,1.29,1.05,4,29,25.1,2016-03-14,2457463.5
       (2016 EG158),2.003,0.4931,1,11.9,174.84,1.016,2.99,2.84,5,41,27.1,2016-03-14,2457463.5
       (2016 EH158),1.34,0.05,48.88,170.22,341.46,1.273,1.41,1.55,20,39,21.4,2016-03-14,2457465.5
       (2016 EJ158),1.92,0.4675,4.17,4.03,200.74,1.022,2.82,2.66,4,28,25.8,2016-03-14,2457463.5
       (2016 EK158),1.139,0.3497,23.2,12.15,10.95,0.74,1.54,1.22,2204,125,20.49,2016-03-14,2460200.5
       (2016 EL158),2.102,0.5381,35.21,173.56,100.59,0.971,3.23,3.05,3310,154,20.52,2013-09-14,2460200.5
       (2016 EN158),1.314,0.5869,8.04,314.8,341.47,0.543,2.08,1.51,2220,53,21.57,2016-03-06,2460200.5
       (2016 EC195),1.427,0.1225,18.92,12.12,78.98,1.252,1.6,1.7,1818,49,21.49,2016-03-13,2460200.5
       (2016 ED195),1.968,0.5969,36.58,178.62,125.48,0.793,3.14,2.76,1394,154,18.9,2016-03-03,2460200.5
       (2016 EE195),1.392,0.2738,6.45,174.55,333.94,1.011,1.77,1.64,17,62,26.7,2016-03-15,2460200.5
       (2016 EF195),2.507,0.6004,1.16,168.95,342.66,1.002,4.01,3.97,17,52,25.5,2016-03-15,2460200.5
       (2016 EX202),0.9904,0.296,3.36,323.49,317.3,0.697,1.28,0.986,2,9,25.6,2016-03-04,2457452.5
       (2016 FA),0.9644,0.1102,9.09,2.59,48.7,0.858,1.07,0.947,41,154,25.3,2016-03-16,2460200.5
       (2016 FB),1.245,0.185,19.32,359.6,155.64,1.015,1.48,1.39,15,163,23.67,2016-03-16,2460200.5
       (2016 FC),1.176,0.2428,0.89,353.06,118.28,0.891,1.46,1.28,53,109,26.6,2016-03-16,2460200.5
       (2016 FD),1.817,0.287,23.59,164.13,304.32,1.296,2.34,2.45,2,24,20.47,2016-03-16,2457464.5
       (2016 FC1),2.062,0.6397,1.25,352.58,112.15,0.743,3.38,2.96,2,25,29.1,2016-03-16,2457464.5
       (2016 FD1),1.531,0.5305,4.62,219.02,224.56,0.719,2.34,1.89,24,51,23.1,2016-03-16,2460200.5
       (2016 FE1),1.742,0.3852,22.28,35.71,175.99,1.071,2.41,2.3,1323,475,20.48,2016-03-15,2460200.5
       (2016 FF1),1.602,0.323,12.18,188.49,355.43,1.085,2.12,2.03,51,79,23.8,2016-03-16,2460200.5
       (2016 FX2),1.22,0.1722,6.77,17.49,130.26,1.01,1.43,1.35,1408,246,23.64,2016-03-17,2460200.5
       (2016 FY2),0.8697,0.1774,1.87,149.98,204.99,0.715,1.02,0.811,74,134,25.5,2016-02-12,2460200.5
       (2016 FZ2),2.037,0.4834,10.36,8.32,170.19,1.052,3.02,2.91,15,82,24.6,2016-03-17,2457468.5
       (2016 FJ3),2.083,0.6364,5.7,105.03,342.12,0.757,3.41,3.01,2200,65,22.49,2016-03-03,2460200.5
       (2016 FK3),1.59,0.3591,3.05,356.66,160.72,1.019,2.16,2.01,11,28,27.2,2016-03-17,2457466.5
       (2016 FT3),1.502,0.5137,13.7,225.18,197.71,0.73,2.27,1.84,766,79,20,2016-03-16,2460200.5
       (2016 FU3),2.025,0.4706,10.49,40.33,131.79,1.072,2.98,2.88,47,103,22.6,2016-03-17,2460200.5
       (2016 FW3),1.058,0.2026,11.42,180.09,93.79,0.843,1.27,1.09,552,85,25.5,2016-03-19,2460200.5
       (2016 FY3),2.625,0.6887,22.44,35.9,238.42,0.817,4.43,4.25,192,266,21.2,2016-03-19,2460200.5
       (2016 FB4),1.152,0.3556,32.95,355.47,315.41,0.742,1.56,1.24,24,39,22,2016-03-07,2460200.5
       (2016 FT6),2.129,0.848,18.47,195.1,199.96,0.324,3.94,3.11,15,52,20,2016-03-25,2457474.5
       (2016 FU6),1.287,0.3795,1.75,183.86,287.3,0.798,1.78,1.46,1,38,28.9,2016-03-27,2460200.5
       (2016 FV6),1.492,0.5557,1.69,240.24,44.38,0.663,2.32,1.82,13,44,24.2,2016-03-28,2457478.5
       (2016 FV7),2.035,0.8769,10.15,13.72,303.79,0.251,3.82,2.9,24,80,23,2016-03-10,2460200.5
       (2016 FX7),1.755,0.4383,0.32,7.78,213.44,0.986,2.52,2.32,7,36,26.8,2016-03-28,2460200.5
       (2016 FB12),1.332,0.2641,7.73,0.41,140.21,0.98,1.68,1.54,4,12,26,2016-03-28,2457476.5
       (2016 FC12),1.583,0.4314,14.71,2.94,107.93,0.9,2.27,1.99,724,33,24.72,2016-03-28,2460200.5
       (2016 FD12),2.033,0.453,6.75,200.1,23.51,1.112,2.95,2.9,32,30,25.4,2016-03-28,2460200.5
       (2016 FE12),1.276,0.6973,29.84,8.97,47.4,0.386,2.17,1.44,1090,146,20.6,2016-03-17,2460200.5
       (2016 FF12),1.159,0.4227,15.24,6.34,75.26,0.669,1.65,1.25,4,43,26.2,2016-03-27,2457476.5
       (2016 FH12),1.775,0.457,1.43,252.45,353.3,0.964,2.59,2.36,12,21,26.7,2016-03-28,2457477.5
       (2016 FL12),1.263,0.2217,6.75,194.32,45.18,0.983,1.54,1.42,16,51,26.3,2016-03-28,2460200.5
       (2016 FO12),2.519,0.6225,4.24,287.89,200.82,0.951,4.09,4,19,46,22.6,2016-03-25,2457482.5
       (2016 FP12),1.143,0.2178,0.59,251.85,28.16,0.894,1.39,1.22,255,30,25.6,2016-03-13,2460200.5
       (2016 FQ12),1.683,0.3532,17.32,196.35,296.72,1.089,2.28,2.18,4,15,25.4,2016-03-28,2457477.5
       (2016 FR12),0.9776,0.1607,12.46,11.41,5.24,0.821,1.13,0.967,18,31,24.6,2016-03-28,2460200.5
       (2016 FS12),2.015,0.5511,10.57,188.86,66.71,0.904,3.13,2.86,17,80,24.1,2016-03-28,2457480.5
       (2016 FT12),1.967,0.4113,4.3,343,227.83,1.158,2.78,2.76,4,16,25.9,2016-03-28,2457478.5
       (2016 FU12),1.006,0.1655,2.12,223.96,198.77,0.84,1.17,1.01,4,19,26.9,2016-03-28,2460200.5
       (2016 FV12),1.618,0.6023,6.96,344.84,100.98,0.643,2.59,2.06,3,13,25.4,2016-03-28,2457477.5
       (2016 FY12),2.196,0.5922,6.31,207.51,47.5,0.896,3.5,3.25,18,36,26,2016-03-29,2460200.5
       (2016 FZ12),1.135,0.3001,1.68,348.02,107.87,0.794,1.48,1.21,2191,67,26.8,2016-03-28,2460200.5
       (2016 FA13),1.231,0.0805,18.79,357.58,347.26,1.131,1.33,1.37,2770,35,22.28,2016-02-15,2460200.5
       (2016 FB13),2.407,0.6911,0.22,226.51,35.44,0.743,4.07,3.73,3,48,26.6,2016-03-30,2460200.5
       (2016 FC13),1.258,0.2146,40.96,11.13,219.95,0.988,1.53,1.41,1284,153,22.07,2016-03-20,2460200.5
       (2016 FE13),1.657,0.3585,10.95,189.94,344.69,1.063,2.25,2.13,15,30,25.7,2016-03-29,2457481.5
       (2016 FF13),2.397,0.5867,3,150.6,90.01,0.991,3.8,3.71,23,102,23.4,2016-03-30,2460200.5
       (2016 FL13),2.199,0.5758,8.44,197.02,47.84,0.933,3.47,3.26,19,68,25.4,2016-03-28,2460200.5
       (2016 FM13),2.052,0.535,8.55,199.74,61.65,0.954,3.15,2.94,37,23,24,2016-03-28,2460200.5
       (2016 FN13),1.416,0.268,1.58,357.78,214.18,1.036,1.8,1.68,20,23,27.2,2016-03-28,2460200.5
       (2016 FO13),1.728,0.3764,36.17,184.73,84.33,1.077,2.38,2.27,163,21,22.9,2016-03-28,2460200.5
       (2016 FP13),0.9585,0.1428,1.48,357.61,344.49,0.822,1.1,0.938,22,15,26.2,2016-03-28,2460200.5
       (2016 FQ13),1.935,0.7232,3.74,324.75,102.87,0.535,3.33,2.69,4,14,23.3,2016-03-28,2457478.5
       (2016 FR13),1.272,0.1762,8.54,183.63,20.05,1.048,1.5,1.44,22,31,25.1,2016-03-28,2460200.5
       (2016 FS13),0.971,0.1701,8.15,199.68,205.84,0.806,1.14,0.957,423,23,26,2016-03-29,2460200.5
       (2016 FT13),2.604,0.6518,1.74,215.92,25.37,0.907,4.3,4.2,7,21,26.5,2016-03-29,2457481.5
       (2016 FU13),2.492,0.5716,16.6,200.86,33.08,1.067,3.92,3.93,95,170,22.3,2016-03-29,2460200.5
       (2016 FV13),1.61,0.4537,5.08,201.74,51.39,0.879,2.34,2.04,719,110,25.92,2016-03-28,2460200.5
       (2016 FW13),1.314,0.3622,5.18,194.46,67.86,0.838,1.79,1.51,5,49,29.5,2016-03-30,2460200.5
       (2016 FX13),1.21,0.4909,2.78,356.32,81.67,0.616,1.8,1.33,11,19,26.2,2016-03-30,2457487.5
       (2016 FY13),0.8962,0.4472,1.2,330.72,77.72,0.495,1.3,0.848,21,14,24.18,2016-03-30,2460200.5
       (2016 FZ13),0.9443,0.15,4.18,183.86,238.6,0.803,1.09,0.918,13,20,28.3,2016-03-30,2460200.5
       (2016 FA14),1.802,0.5858,4.27,189.59,286.46,0.747,2.86,2.42,5,34,27.38,2016-03-31,2460200.5
       (2016 FB14),1.958,0.3727,9.76,355.07,179.12,1.228,2.69,2.74,4,11,25.5,2016-03-28,2457477.5
       (2016 FC14),2.236,0.6598,3.96,245.98,218.13,0.761,3.71,3.34,8,14,25.4,2016-03-30,2457483.5
       (2016 FF14),1.754,0.4854,1.35,12.3,129.84,0.902,2.6,2.32,4,89,27.1,2016-03-31,2460200.5
       (2016 FG14),0.9546,0.3449,18.54,190.26,234.09,0.625,1.28,0.933,5,32,26.2,2016-03-31,2457479.5
       (2016 FH14),1.257,0.1868,8.75,176.79,300.65,1.022,1.49,1.41,2,31,25.79,2016-03-15,2457463.5
       (2016 FJ14),2.795,0.5896,4.47,38.45,185.17,1.147,4.44,4.67,146,31,20.9,2016-03-04,2460200.5
       (2016 FK14),2.315,0.4817,24.73,182.96,47.4,1.2,3.43,3.52,1,5,20.46,2016-03-18,2457466.5
       (2016 FL14),1.237,0.2006,20.54,11.59,138.81,0.989,1.49,1.38,3,67,25.9,2016-03-31,2460200.5
       (2016 FS14),2.693,0.6293,3.28,356.53,216.13,0.998,4.39,4.42,14,37,25.2,2016-03-31,2460200.5
       (2016 FT14),0.8592,0.2589,4.35,196.94,183.66,0.637,1.08,0.796,1483,41,24.77,2016-03-31,2460200.5
       (2016 FV14),1.745,0.2932,11.47,188.76,8.81,1.234,2.26,2.31,39,27,23.65,2016-03-28,2460200.5
       (2016 FW14),1.484,0.4392,12.08,335,330.24,0.832,2.14,1.81,2536,55,20.82,2016-03-04,2460200.5
       (2016 FY14),2.398,0.56,12.06,243.26,60.22,1.055,3.74,3.71,1737,288,19.06,2016-03-06,2460200.5
       (2016 FA15),1.171,0.7723,14.28,354.42,345.37,0.267,2.07,1.27,22,19,22.9,2016-03-29,2460200.5
       (2016 FB15),1.349,0.2583,4.39,3.65,149.42,1.001,1.7,1.57,6,19,26.7,2016-03-30,2460200.5
       (2016 FC15),1.5,0.3945,5.47,249.16,206.78,0.908,2.09,1.84,768,61,21.2,2016-03-31,2460200.5
       (2016 FD15),1.153,0.4345,11.4,358.87,344.06,0.652,1.65,1.24,1859,36,21.53,2016-03-31,2460200.5
       (2016 FE15),1.439,0.4658,0.45,17.45,96.81,0.769,2.11,1.73,10,32,28.8,2016-03-31,2460200.5
       (2016 FF15),2.13,0.7515,10.79,68.27,7.9,0.529,3.73,3.11,3298,163,19.02,2013-04-15,2460200.5
       (2016 FG15),2.496,0.6953,16.64,72.47,183.74,0.761,4.23,3.94,2936,157,19.96,2016-02-06,2460200.5
       (2016 FD22),1.414,0.3803,25.09,0.83,304.6,0.876,1.95,1.68,13,14,23.7,2016-03-30,2457485.5
       (2016 FG39),1.244,0.2869,3.23,196.96,63.31,0.887,1.6,1.39,13,32,26.9,2016-03-28,2460200.5
       (2016 FH39),1.258,0.1312,3.77,311.52,141.91,1.093,1.42,1.41,5,13,24.26,2016-03-30,2457479.5
       (2016 FJ39),2.042,0.4067,5.38,123.75,81.45,1.211,2.87,2.92,1167,70,22.2,2016-03-31,2460200.5
       (2016 FK39),2.039,0.4388,7.88,166.04,47.3,1.144,2.93,2.91,62,28,23.6,2016-03-30,2460200.5
       (2016 FL39),1.628,0.2486,2.14,336.55,216.54,1.224,2.03,2.08,31,22,23.1,2016-03-02,2460200.5
       (2016 FN56),1.293,0.7453,5.28,359.78,56.51,0.329,2.26,1.47,5,14,24.16,2016-03-31,2457480.5
       (2016 FG60),1.406,0.6088,9.32,297.41,102.29,0.55,2.26,1.67,1567,24,21.42,2016-03-03,2460200.5
       (2016 FH60),1.588,0.4635,6.02,314.5,128.84,0.852,2.32,2,7446,56,23.14,2003-10-01,2460200.5
       (2016 FJ60),2.007,0.4129,3.15,312.74,224.86,1.178,2.84,2.84,1,10,25.22,2016-03-28,2459400.5
       (2016 FL60),0.9931,0.3832,24.87,191.5,176.39,0.613,1.37,0.99,11,14,23.92,2016-03-28,2460200.5
       (2016 FQ60),1.989,0.6444,2.42,250.17,212.68,0.707,3.27,2.81,1,12,26.2,2016-03-31,2459400.5
       (2016 FR60),1.233,0.4853,8.61,8.53,82.55,0.635,1.83,1.37,1,14,29.3,2016-03-31,2459400.5
       (2016 FM151),1.933,0.3582,6.13,316.14,166.15,1.241,2.63,2.69,2881,38,22.98,2016-03-30,2460200.5
       (2016 FC168),1.368,0.0888,9.21,355.41,171.22,1.247,1.49,1.6,4,22,24.43,2016-03-28,2457477.5
       (2016 GC),1.864,0.4609,9.21,189.2,343.85,1.005,2.72,2.55,11,46,26.5,2016-04-01,2457481.5
       (2016 GD),1.54,0.3299,0.62,32.89,136.12,1.032,2.05,1.91,29,37,26.4,2016-04-01,2460200.5
       (2016 GT),1.474,0.3677,0.57,336.99,159.22,0.932,2.02,1.79,12,29,26,2016-04-01,2460200.5
       (2016 GU),1.44,0.384,6.94,20.21,236.62,0.887,1.99,1.73,11,119,25.7,2016-04-01,2460200.5
       (2016 GV),1.136,0.1775,29.03,8.23,111.45,0.935,1.34,1.21,4,23,24.8,2016-04-01,2457480.5
       (2016 GW),1.732,0.4297,17.28,190.84,55.24,0.988,2.48,2.28,16,30,24.8,2016-04-01,2457482.5
       (2016 GX),1.055,0.3842,1.21,20.52,291.83,0.649,1.46,1.08,12,26,25.4,2016-04-01,2457482.5
       (2016 GY),1.646,0.3502,4.78,191.54,10.31,1.07,2.22,2.11,35,28,26.4,2016-04-01,2460200.5
       (2016 GZ),2.529,0.5295,3.85,192.04,17.01,1.19,3.87,4.02,35,25,24.4,2016-04-01,2460200.5
       (2016 GA1),1.624,0.5921,22.42,191.32,266.93,0.662,2.59,2.07,4,14,25.5,2016-04-01,2457481.5
       (2016 GB1),2.071,0.7805,4.72,172.17,154.29,0.455,3.69,2.98,2233,86,21.46,2016-04-01,2460200.5
       (2016 GC1),1.466,0.3572,1.5,42.27,213.41,0.942,1.99,1.78,18,31,26.63,2016-04-01,2457484.5
       (2016 GD1),1.975,0.3785,5.63,14.95,201.57,1.228,2.72,2.78,40,73,22.9,2016-04-01,2460200.5
       (2016 GE1),2.065,0.5198,10.71,15.61,197.46,0.992,3.14,2.97,1098,127,26.7,2016-04-02,2460200.5
       (2016 GF1),1.99,0.5078,0.25,273.36,242.16,0.98,3,2.81,14,62,26.1,2016-04-02,2460200.5
       (2016 GG1),1.612,0.3606,6.2,190.09,360,1.031,2.19,2.05,15,50,26.6,2016-04-02,2460200.5
       (2016 GH1),1.445,0.313,2.78,11.72,201.59,0.993,1.9,1.74,2,104,27.54,2016-04-02,2460200.5
       (2016 GV1),1.513,0.4454,5.96,22.53,106.57,0.839,2.19,1.86,25,82,24.3,2016-04-02,2460200.5
       (2016 GB2),2.32,0.5315,1.52,3.83,195.22,1.087,3.55,3.53,8,19,26.21,2016-03-28,2457479.5
       (2016 GC2),2.278,0.4892,10.37,18.9,131.23,1.164,3.39,3.44,15,16,23.3,2016-04-01,2457480.5
       (2016 GD2),1.95,0.4946,4.32,17.1,139.62,0.986,2.91,2.72,5,32,26.5,2016-03-30,2457480.5
       (2016 GE2),2.458,0.5355,7.67,209.47,38.78,1.141,3.77,3.85,100,260,21.6,2016-04-02,2460200.5
       (2016 GF2),2.168,0.5889,7.85,193.85,50.15,0.891,3.44,3.19,5,25,26.7,2016-04-02,2457481.5
       (2016 GG2),2.12,0.5032,8.5,25.84,224.78,1.053,3.19,3.09,1110,58,22,2016-03-17,2460200.5
       (2016 GK2),1.562,0.4307,0.93,7.67,127.43,0.889,2.24,1.95,22,22,27.7,2016-03-28,2460200.5
       (2016 GL2),1.451,0.2656,14.94,186.67,340.4,1.066,1.84,1.75,5137,110,23.67,2009-04-01,2460200.5
       (2016 GM2),2.603,0.6144,2.12,41.54,184.42,1.003,4.2,4.2,14,85,25.1,2016-04-03,2460200.5
       (2016 GN2),0.939,0.1463,10.38,18.49,334.62,0.802,1.08,0.91,26,76,25,2016-04-03,2460200.5
       (2016 GQ2),2.552,0.8665,11.63,226.39,177.88,0.341,4.76,4.08,12,26,20.4,2016-04-01,2457486.5
       (2016 GR2),2.144,0.4717,4.1,178.05,21.64,1.133,3.16,3.14,42,23,25,2016-04-01,2460200.5
       (2016 GS2),1.336,0.3165,3.86,63.82,226.06,0.913,1.76,1.54,1283,404,22.99,2016-03-31,2460200.5
       (2016 GT2),1.618,0.3471,16.28,16.3,193.14,1.057,2.18,2.06,7,20,25.6,2016-04-02,2457481.5
       (2016 GU2),2.052,0.9574,10.27,16.52,21.03,0.087,4.02,2.94,7,30,24,2016-04-03,2457484.5
       (2016 GV2),2.618,0.595,11.81,0.28,212.59,1.06,4.18,4.24,5,27,24.2,2016-04-03,2457482.5
       (2016 GW2),2.012,0.4637,6.11,203.37,339.23,1.079,2.95,2.85,24,57,25,2016-04-03,2460200.5
       (2016 GX2),1.636,0.3934,17.1,194.15,38.91,0.992,2.28,2.09,4,12,25.1,2016-04-03,2457482.5
       (2016 GY2),0.9197,0.2942,9.35,190.48,127.29,0.649,1.19,0.882,3,34,26.1,2016-04-02,2460200.5
       (2016 GA3),0.9749,0.1596,10.34,12.77,303.89,0.819,1.13,0.963,7,29,24.8,2016-04-03,2460200.5
       (2016 GH3),1.779,0.4273,2.49,21.01,171.87,1.019,2.54,2.37,8,57,27.2,2016-04-04,2460200.5
       (2016 GJ3),1.3,0.1329,18.82,17.55,152.46,1.127,1.47,1.48,26,24,23.4,2016-04-04,2460200.5
       (2016 GX15),2.555,0.4922,11.12,346.33,338.13,1.297,3.81,4.08,12158,53,17.6,1988-08-19,2460200.5
       (2016 GC134),1.167,0.1565,4.77,195.19,49.34,0.984,1.35,1.26,14,24,26.2,2016-04-03,2460200.5
